id;value;country;frequency;recency
13649;38.1;United Kingdom;1;256
13650;198.28;United Kingdom;5;16
13651;30.9;United Kingdom;1;39
13652;111.84;United Kingdom;2;256
13654;386.07;United Kingdom;5;43
13655;85.19;United Kingdom;2;114
13656;55;United Kingdom;2;164
13657;12.6;United Kingdom;1;201
13658;-3.44;United Kingdom;4;85
13659;248.93;United Kingdom;3;197
13662;126;United Kingdom;2;85
13663;52.8;United Kingdom;1;179
13666;19.35;United Kingdom;2;60
13667;34.79;United Kingdom;1;149
13668;663;United Kingdom;17;2
13669;64.8;United Kingdom;1;50
13670;22.74;United Kingdom;1;75
13672;27;United Kingdom;1;332
13673;47.5;United Kingdom;2;18
13675;87.06;United Kingdom;2;151
13678;15.8;United Kingdom;1;151
13680;199.33;United Kingdom;5;1
13681;45.95;United Kingdom;3;17
13682;17;United Kingdom;1;187
13684;6.45;United Kingdom;1;285
13685;292.5;United Kingdom;3;4
13689;358;United Kingdom;1;63
13690;17.85;United Kingdom;1;59
13692;121.62;United Kingdom;2;24
13694;6002.36;United Kingdom;31;3
13695;297.66;United Kingdom;10;31
13699;47.7;United Kingdom;1;155
13700;249.24;United Kingdom;6;26
13704;340.9;United Kingdom;8;5
13705;23.8;United Kingdom;1;373
13707;108.25;United Kingdom;2;267
13708;33.88;United Kingdom;1;271
13709;599.44;United Kingdom;11;3
13711;76.46;United Kingdom;2;218
13712;51;United Kingdom;1;246
13715;201.9;United Kingdom;4;281
13716;11.75;United Kingdom;1;269
13717;114.12;United Kingdom;6;32
13718;25.9;United Kingdom;1;295
13719;176.78;United Kingdom;5;15
13720;43.3;United Kingdom;2;116
13721;17;United Kingdom;1;36
13722;273.3;United Kingdom;2;131
13723;76.9;United Kingdom;1;217
13725;299.76;United Kingdom;8;49
13726;154.14;United Kingdom;2;38
13727;32.7;United Kingdom;1;33
13728;118.2;United Kingdom;5;36
13730;72.46;United Kingdom;2;135
13731;138.1;United Kingdom;2;219
13732;97.62;United Kingdom;1;28
13735;297.97;United Kingdom;4;24
13736;72.79;United Kingdom;2;5
13737;27.86;United Kingdom;1;200
13740;61.98;United Kingdom;1;240
13741;112.3;United Kingdom;4;71
13742;290.25;United Kingdom;10;16
13743;369;United Kingdom;6;2
13744;210.84;United Kingdom;2;95
13745;24.96;United Kingdom;1;162
13748;119.7;United Kingdom;1;232
13750;45.15;United Kingdom;2;53
13751;9.3;United Kingdom;1;288
13752;81.54;United Kingdom;2;155
13753;60.3;United Kingdom;1;287
13755;338.23;United Kingdom;8;3
13756;617.84;United Kingdom;11;2
13758;291.78;United Kingdom;6;11
13759;171.12;United Kingdom;1;71
13760;37.67;United Kingdom;2;54
13761;87.03;United Kingdom;2;50
13762;55.92;United Kingdom;2;204
13763;50;United Kingdom;1;63
13764;155.98;United Kingdom;3;70
13767;1564.73;United Kingdom;29;2
13769;157.65;United Kingdom;8;2
13771;267.2;United Kingdom;4;64
13772;182.34;United Kingdom;3;33
13774;104.15;United Kingdom;1;81
13777;3250.39;United Kingdom;20;8
13780;72.87;United Kingdom;2;7
13781;4.2;United Kingdom;1;250
13782;113.74;United Kingdom;5;12
13784;292.74;United Kingdom;2;113
13787;17.28;United Kingdom;2;75
13790;53.3;United Kingdom;1;4
13791;145;United Kingdom;1;168
13792;23.4;United Kingdom;1;287
13798;4164.39;United Kingdom;28;2
13799;65.7;United Kingdom;1;294
13800;49.6;United Kingdom;1;309
13801;65.5;United Kingdom;1;66
13802;152.7;United Kingdom;2;138
13803;62.62;United Kingdom;1;255
13804;234.45;United Kingdom;6;30
13805;36.48;United Kingdom;1;129
13806;17.7;United Kingdom;1;63
13807;64.2;United Kingdom;1;367
13808;65.1;United Kingdom;2;5
13809;9.95;Other;1;305
13810;80.2;Other;1;56
13811;41.25;Other;1;183
13812;90.59;Other;1;105
13813;78.39;Other;3;39
13814;262.3;Other;2;92
13815;600.7;Other;3;23
13816;18;Other;1;23
13817;89.3;Other;1;29
13819;112.2;United Kingdom;3;301
13821;11.55;United Kingdom;1;261
13822;40.7;United Kingdom;1;40
13823;68.7;United Kingdom;2;18
13824;211.8;United Kingdom;2;135
13827;71.55;United Kingdom;3;57
13828;15.3;United Kingdom;1;22
13831;442.65;United Kingdom;4;16
13832;-11.25;United Kingdom;1;17
13833;22.35;United Kingdom;1;159
13835;160.85;United Kingdom;3;52
13837;21.65;United Kingdom;1;211
13838;66.44;United Kingdom;4;5
13842;507.32;United Kingdom;9;58
13844;19.8;United Kingdom;1;11
13845;19.8;United Kingdom;1;64
13846;116.37;United Kingdom;3;24
13849;122.59;United Kingdom;2;51
13850;143.99;United Kingdom;1;129
13851;323.9;United Kingdom;3;95
13853;97.36;United Kingdom;1;57
13854;712.66;United Kingdom;7;24
13856;172.4;United Kingdom;2;168
13859;10.5;United Kingdom;1;326
13860;108.61;United Kingdom;5;1
13862;142.6;United Kingdom;6;18
13863;8.5;United Kingdom;1;247
13865;15;United Kingdom;1;186
13867;139.51;United Kingdom;3;31
13868;15;United Kingdom;1;38
13869;418.73;United Kingdom;4;123
13870;193.14;United Kingdom;7;37
13871;684.1;United Kingdom;13;22
13873;51.31;United Kingdom;3;119
13875;317.23;United Kingdom;5;53
13876;19.8;United Kingdom;1;63
13878;121.41;United Kingdom;1;54
13880;378.55;United Kingdom;9;21
13881;1140.2;United Kingdom;9;3
13882;88.47;United Kingdom;3;2
13883;230.7;United Kingdom;6;10
13884;121.6;United Kingdom;4;7
13885;11.9;United Kingdom;1;200
13886;15;United Kingdom;1;71
13888;37.15;United Kingdom;2;119
13889;50.4;United Kingdom;1;92
13890;165.44;United Kingdom;5;1
13892;95.19;United Kingdom;2;64
13894;47.7;United Kingdom;2;23
13895;231.05;United Kingdom;3;28
13897;64.36;United Kingdom;1;50
13898;15.3;United Kingdom;1;325
13899;52.8;United Kingdom;2;16
13900;116.12;United Kingdom;2;192
13901;394.87;United Kingdom;5;72
13904;10.2;United Kingdom;1;294
13908;266.63;United Kingdom;4;79
13911;184.74;United Kingdom;7;144
13914;42.04;United Kingdom;1;11
13917;4.56;United Kingdom;1;49
13918;259.92;United Kingdom;2;49
13919;6.94;Other;2;53
13922;12.6;United Kingdom;1;351
13923;35.64;United Kingdom;1;53
13924;314.74;United Kingdom;5;1
13925;70.94;United Kingdom;1;134
13926;20.4;United Kingdom;1;23
13927;16.6;United Kingdom;1;74
13928;73.1;United Kingdom;3;31
13930;26.4;United Kingdom;1;136
13931;124.71;United Kingdom;2;95
13932;86.15;United Kingdom;1;294
13933;49.14;United Kingdom;1;148
13934;54.6;United Kingdom;1;263
13936;15.3;United Kingdom;1;179
13938;8.5;United Kingdom;1;35
13939;74.94;United Kingdom;3;23
13940;32;United Kingdom;2;116
13941;748.5;United Kingdom;5;21
13946;304.5;United Kingdom;2;201
13947;19.8;United Kingdom;1;65
13948;46.8;United Kingdom;1;360
13949;154.47;United Kingdom;5;2
13950;38.1;United Kingdom;2;11
13951;107;United Kingdom;2;176
13952;326.31;United Kingdom;2;217
13953;25.2;United Kingdom;1;7
13954;83.75;United Kingdom;2;1
13955;3.33;United Kingdom;1;154
13956;214.75;United Kingdom;5;5
13958;-15.9;United Kingdom;1;372
13959;116.21;United Kingdom;3;79
13960;22.8;United Kingdom;1;21
13963;74.6;United Kingdom;3;308
13967;45;United Kingdom;1;145
13969;732.12;United Kingdom;14;7
13971;166.21;United Kingdom;9;18
13972;31.9;United Kingdom;1;201
13973;30;United Kingdom;1;287
13974;28.12;United Kingdom;1;49
13975;205.36;United Kingdom;6;31
13978;59.28;United Kingdom;1;45
13979;104.1;United Kingdom;1;73
13980;10.2;United Kingdom;1;60
13982;149.48;United Kingdom;4;39
13983;425.3;United Kingdom;5;39
13984;62.78;United Kingdom;4;26
13985;583.39;United Kingdom;14;4
13988;385.76;United Kingdom;7;19
13989;15;United Kingdom;1;239
13991;54.8;United Kingdom;5;12
13992;8.5;United Kingdom;1;30
13993;185.47;United Kingdom;5;64
13994;265.52;United Kingdom;5;3
13995;188.4;United Kingdom;5;15
13999;636.84;United Kingdom;12;10
14001;257.8;United Kingdom;3;45
14002;72.55;United Kingdom;2;134
14004;552.66;United Kingdom;6;43
14005;711.3;United Kingdom;3;9
14006;83.7;United Kingdom;2;241
14009;67.1;United Kingdom;2;198
14013;39.2;United Kingdom;2;110
14014;78.62;United Kingdom;1;77
14015;15;United Kingdom;1;52
14016;763.8;Other;4;161
14019;114.2;United Kingdom;2;46
14020;27.29;United Kingdom;2;16
14021;25.2;United Kingdom;1;211
14023;42.8;United Kingdom;2;7
14024;67.5;United Kingdom;2;121
14029;138.1;United Kingdom;2;63
14030;225.12;United Kingdom;8;18
14031;966.34;United Kingdom;11;21
14032;382.64;United Kingdom;10;2
14034;45.03;United Kingdom;3;22
14035;114.72;United Kingdom;3;28
14036;19.5;United Kingdom;1;284
14037;16.1;United Kingdom;1;364
14038;193.38;United Kingdom;3;78
14039;16.6;United Kingdom;1;33
14040;317.68;United Kingdom;8;61
14041;7.65;United Kingdom;1;266
14044;67.34;United Kingdom;4;26
14045;132;United Kingdom;1;337
14047;316.3;United Kingdom;3;8
14048;49.55;United Kingdom;2;277
14049;808.57;United Kingdom;5;16
14050;40.05;United Kingdom;2;31
14051;1259.1;United Kingdom;13;8
14052;24.04;United Kingdom;1;19
14054;26.46;United Kingdom;1;65
14055;415;United Kingdom;1;106
14056;907.59;United Kingdom;24;1
14057;748.6;United Kingdom;13;23
14059;19.8;United Kingdom;1;266
14060;839.08;United Kingdom;14;22
14062;1217.36;United Kingdom;7;9
14064;214.93;United Kingdom;4;29
14066;15.3;United Kingdom;1;266
14067;25.61;United Kingdom;2;63
14068;28.5;United Kingdom;1;320
14071;226.1;United Kingdom;9;3
14073;28.52;United Kingdom;1;32
14075;29.7;United Kingdom;1;19
14076;9.75;United Kingdom;1;129
14077;47.54;United Kingdom;4;78
14078;118.2;United Kingdom;5;101
14080;10.2;United Kingdom;1;32
14081;96.09;United Kingdom;2;302
14082;9.6;United Kingdom;1;364
14083;121.24;United Kingdom;4;4
14085;514.67;United Kingdom;15;2
14087;26.28;United Kingdom;1;2
14088;5858.16;United Kingdom;9;10
14089;1.25;United Kingdom;1;56
14092;457.51;United Kingdom;12;7
14093;41.14;United Kingdom;1;12
14096;5187.58;United Kingdom;20;4
14098;0.21;United Kingdom;1;36
14099;358.27;United Kingdom;10;16
14100;52.45;United Kingdom;1;137
14101;660.6;United Kingdom;3;73
14102;311.75;United Kingdom;6;11
14104;90.4;United Kingdom;2;154
14105;224.39;United Kingdom;1;239
14107;249.63;United Kingdom;6;96
14108;55.42;United Kingdom;2;30
14109;58.9;United Kingdom;1;72
14110;899.19;United Kingdom;8;42
14112;257.6;United Kingdom;5;40
14113;127.08;United Kingdom;4;3
14114;53.7;United Kingdom;2;273
14116;179.2;United Kingdom;5;19
14121;215.7;United Kingdom;4;3
14125;353.49;United Kingdom;3;10
14126;367.78;United Kingdom;2;7
14127;58.54;United Kingdom;2;122
14128;82.1;United Kingdom;2;60
14129;172.75;United Kingdom;3;17
14130;35.25;United Kingdom;1;319
14132;398.4;United Kingdom;9;2
14133;112.84;United Kingdom;4;129
14135;542.65;United Kingdom;7;1
14138;94.32;United Kingdom;2;1
14139;116.4;United Kingdom;1;46
14140;108.45;United Kingdom;2;3
14141;105.15;United Kingdom;3;2
14142;41.58;United Kingdom;1;373
14143;32;United Kingdom;1;133
14145;594;United Kingdom;1;156
14146;405.96;United Kingdom;6;8
14147;15;United Kingdom;1;78
14149;33.32;United Kingdom;1;220
14150;35.4;United Kingdom;2;35
14152;84.64;United Kingdom;2;75
14154;179.4;United Kingdom;1;239
14156;13151.8;Other;45;9
14157;38.78;United Kingdom;3;19
14158;43.84;United Kingdom;1;40
14159;674.54;United Kingdom;13;19
14161;133.13;United Kingdom;3;215
14162;25.78;United Kingdom;2;173
14163;148.5;United Kingdom;3;87
14164;437.8;United Kingdom;2;70
14165;45.33;United Kingdom;1;275
14167;56.9;United Kingdom;3;165
14171;49.5;United Kingdom;1;98
14173;0.55;United Kingdom;1;45
14174;27;United Kingdom;1;33
14175;224.7;United Kingdom;4;51
14176;15;United Kingdom;1;297
14177;15.9;United Kingdom;3;95
14178;130.55;United Kingdom;6;8
14179;49.31;United Kingdom;2;40
14180;392.55;United Kingdom;19;29
14184;17.4;United Kingdom;1;66
14185;19.9;United Kingdom;1;331
14188;201.8;United Kingdom;3;30
14189;397.51;United Kingdom;13;2
14191;445.36;United Kingdom;12;1
14193;72.3;United Kingdom;1;269
14194;1295.92;United Kingdom;21;4
14195;51;United Kingdom;1;252
14198;69.35;United Kingdom;4;4
14199;10.2;United Kingdom;1;218
14201;80.98;United Kingdom;2;80
14204;20.62;United Kingdom;1;2
14205;15.9;United Kingdom;1;264
14206;11.7;United Kingdom;1;239
14209;133;United Kingdom;5;121
14210;158.05;United Kingdom;5;105
14211;213.91;United Kingdom;8;53
14212;194.4;United Kingdom;1;89
14213;-367.2;United Kingdom;1;371
14214;129.09;United Kingdom;3;50
14215;224.4;United Kingdom;5;11
14216;100.14;United Kingdom;3;8
14217;208.56;United Kingdom;10;1
14218;30;United Kingdom;1;42
14219;4.68;United Kingdom;1;4
14220;25.2;United Kingdom;1;247
14221;486.6;United Kingdom;8;42
14222;59.04;United Kingdom;1;177
14223;94.95;United Kingdom;3;92
14224;142.63;United Kingdom;4;110
14226;333.69;United Kingdom;4;29
14227;239;United Kingdom;7;26
14229;217;United Kingdom;3;51
14231;61.95;United Kingdom;3;183
14232;158.06;United Kingdom;6;42
14233;1.29;United Kingdom;2;43
14234;80.43;United Kingdom;4;22
14235;216;United Kingdom;3;75
14236;200.7;United Kingdom;2;80
14238;20;United Kingdom;1;326
14239;313.8;United Kingdom;7;43
14240;92.25;United Kingdom;1;30
14241;45;United Kingdom;1;183
14242;17.7;United Kingdom;1;234
14243;246.48;United Kingdom;11;38
14245;134.64;United Kingdom;4;176
14246;201.62;United Kingdom;3;110
14250;236.46;United Kingdom;3;7
14251;177.66;United Kingdom;3;10
14256;153.82;United Kingdom;2;260
14257;297.45;United Kingdom;3;123
14258;1442.24;United Kingdom;7;89
14259;56.1;United Kingdom;1;141
14261;54.6;United Kingdom;1;78
14262;254.2;United Kingdom;6;8
14264;32.3;United Kingdom;1;154
14265;20.28;Other;1;109
14267;239.38;United Kingdom;3;162
14270;42.9;United Kingdom;1;331
14271;5.04;United Kingdom;1;225
14272;53.71;United Kingdom;2;73
14273;77.7;United Kingdom;2;136
14276;140.9;United Kingdom;4;98
14277;589.82;Other;3;15
14282;358.65;United Kingdom;11;3
14284;89.65;United Kingdom;3;30
14285;227.82;United Kingdom;3;21
14286;427.44;United Kingdom;4;23
14288;40.95;United Kingdom;2;212
14289;102.08;United Kingdom;6;8
14290;199.95;United Kingdom;5;11
14291;361.14;United Kingdom;7;1
14292;493.08;United Kingdom;4;88
14293;96.3;United Kingdom;3;3
14297;25.2;United Kingdom;2;17
14298;5560.06;United Kingdom;30;3
14299;214.75;United Kingdom;9;8
14301;60;United Kingdom;1;117
14304;15.9;United Kingdom;1;222
14305;218.2;United Kingdom;3;71
14306;366.19;United Kingdom;2;79
14307;461.33;United Kingdom;6;88
14309;219.67;United Kingdom;6;8
14311;33;United Kingdom;1;242
14312;194.85;United Kingdom;6;46
14315;269.05;United Kingdom;4;44
14317;13.2;United Kingdom;1;64
14320;39.72;United Kingdom;3;206
14321;225.82;United Kingdom;5;10
14323;87.9;United Kingdom;2;114
14326;16.8;United Kingdom;1;242
14329;652.68;United Kingdom;6;17
14331;41.7;United Kingdom;2;124
14332;39.6;United Kingdom;1;66
14333;88.9;United Kingdom;1;67
14334;307.64;United Kingdom;8;16
14335;30.08;Other;2;16
14336;207.92;United Kingdom;4;16
14338;112.2;United Kingdom;1;196
14339;19.58;United Kingdom;2;234
14341;252.62;United Kingdom;7;45
14342;-24.9;United Kingdom;2;206
14344;146.7;United Kingdom;5;127
14346;145.32;United Kingdom;2;120
14348;19.8;United Kingdom;1;260
14349;12.51;United Kingdom;1;10
14350;49.56;United Kingdom;1;274
14351;51;United Kingdom;1;164
14352;87.15;United Kingdom;1;234
14353;15;United Kingdom;1;215
14354;7.8;United Kingdom;1;30
14355;43.2;United Kingdom;1;365
14356;108.96;United Kingdom;3;73
14357;23.06;United Kingdom;1;43
14359;132.2;United Kingdom;3;19
14360;162.83;United Kingdom;4;31
14362;14.23;United Kingdom;1;22
14364;630.81;United Kingdom;8;108
14367;1307.27;United Kingdom;17;8
14368;17;United Kingdom;1;319
14371;19.8;United Kingdom;1;295
14373;10.2;United Kingdom;1;358
14375;20.59;United Kingdom;1;185
14377;79.9;United Kingdom;2;191
14379;46.83;United Kingdom;2;44
14381;14.2;United Kingdom;1;52
14382;74.56;United Kingdom;1;26
14383;35.85;United Kingdom;2;38
14385;25;United Kingdom;2;9
14386;65;United Kingdom;1;296
14387;248.36;United Kingdom;3;32
14388;330.52;United Kingdom;9;8
14389;80.5;United Kingdom;4;65
14390;622.68;United Kingdom;8;10
14395;378.16;United Kingdom;10;2
14396;63.83;United Kingdom;2;65
14397;207.4;United Kingdom;6;5
14400;102.65;United Kingdom;1;149
14401;310.4;United Kingdom;9;4
14403;426.7;United Kingdom;2;217
14404;232.06;United Kingdom;5;108
14406;20.8;United Kingdom;1;119
14407;356.08;United Kingdom;3;141
14408;265.82;United Kingdom;4;10
14409;327.4;United Kingdom;4;71
14410;71.87;United Kingdom;11;15
14411;174.6;United Kingdom;1;310
14412;241.62;United Kingdom;2;42
14413;11.4;United Kingdom;1;362
14414;204.2;United Kingdom;5;99
14415;681.13;United Kingdom;15;1
14416;44.52;United Kingdom;1;42
14418;151.12;United Kingdom;3;3
14419;139.48;United Kingdom;6;10
14420;29.76;United Kingdom;1;99
14421;64.98;United Kingdom;2;57
14422;456.79;United Kingdom;6;0
14426;177.48;United Kingdom;8;18
14427;36.84;United Kingdom;1;63
14428;154.75;United Kingdom;4;7
14431;46.85;United Kingdom;2;298
14432;273.23;United Kingdom;6;9
14434;283.2;United Kingdom;2;60
14436;7.8;United Kingdom;1;98
14439;591.4;Other;1;319
14440;255.32;United Kingdom;3;8
14441;118.6;United Kingdom;3;0
14442;192.45;Other;4;1
14443;203.99;United Kingdom;3;53
14446;105.14;United Kingdom;4;0
14447;143.7;United Kingdom;4;18
14448;7.7;United Kingdom;1;364
14449;84.62;United Kingdom;4;18
14450;64.35;United Kingdom;3;180
14451;58.58;United Kingdom;2;60
14452;31.6;United Kingdom;2;10
14453;13.65;United Kingdom;1;190
14456;410;United Kingdom;9;5
14457;5.04;United Kingdom;1;310
14459;203.1;United Kingdom;1;155
14460;79.2;United Kingdom;2;110
14461;273.22;United Kingdom;3;148
14462;227.36;United Kingdom;9;66
14463;175.2;United Kingdom;1;98
14465;220.07;United Kingdom;3;246
14466;175.25;United Kingdom;4;73
14467;94.8;United Kingdom;4;17
14470;66.23;United Kingdom;2;11
14472;250.63;United Kingdom;8;103
14473;68.04;United Kingdom;1;74
14474;76.2;United Kingdom;1;46
14475;62.25;United Kingdom;2;71
14476;18.3;United Kingdom;1;257
14477;220.6;United Kingdom;2;19
14479;17.7;United Kingdom;1;365
14480;15;United Kingdom;1;11
14481;141.4;United Kingdom;2;164
14482;222.7;United Kingdom;4;18
14483;25.2;United Kingdom;1;281
14484;78.8;United Kingdom;1;50
14485;29.5;United Kingdom;1;38
14487;196.5;United Kingdom;6;26
14488;129.4;United Kingdom;2;51
14489;35.5;United Kingdom;1;207
14491;67.4;United Kingdom;2;175
14493;235.74;United Kingdom;5;7
14496;178.35;United Kingdom;2;311
14497;26.76;United Kingdom;1;309
14498;428.1;United Kingdom;5;42
14499;81.55;United Kingdom;3;26
14501;19.35;United Kingdom;1;319
14502;275.12;United Kingdom;11;19
14503;556.71;United Kingdom;6;3
14504;20.08;United Kingdom;2;243
14505;668.92;United Kingdom;9;17
14506;277.7;United Kingdom;5;17
14507;380.59;United Kingdom;6;23
14508;25.9;United Kingdom;2;22
14511;107.78;United Kingdom;6;11
14512;47.67;United Kingdom;2;187
14513;90.85;United Kingdom;2;206
14514;124.05;United Kingdom;3;61
14515;229.23;United Kingdom;5;17
14517;75.2;United Kingdom;2;33
14518;17.9;United Kingdom;1;64
14522;136.1;United Kingdom;2;92
14524;165.1;United Kingdom;8;71
14525;739.67;United Kingdom;9;19
14527;560.09;United Kingdom;50;2
14528;14.25;United Kingdom;1;37
14529;77.98;United Kingdom;3;60
14530;296.79;United Kingdom;6;25
14532;82.65;United Kingdom;3;236
14533;63.12;United Kingdom;3;68
14534;468.2;United Kingdom;17;2
14535;296.65;United Kingdom;3;60
14536;17.1;United Kingdom;1;259
14537;40.68;United Kingdom;1;57
14538;104.8;United Kingdom;2;64
14539;61.32;United Kingdom;2;15
14540;32.15;United Kingdom;2;75
14541;198.46;United Kingdom;6;58
14543;529.54;United Kingdom;8;30
14544;363.17;United Kingdom;2;24
14546;280.05;United Kingdom;6;5
14547;315.7;United Kingdom;6;12
14549;26.05;United Kingdom;1;311
14550;9.96;United Kingdom;1;10
14552;11.13;United Kingdom;1;151
14553;59.3;United Kingdom;5;19
14554;360.5;United Kingdom;4;10
14555;30.35;United Kingdom;2;57
14557;-204.54;United Kingdom;2;64
14560;359.26;United Kingdom;9;39
14561;86.8;United Kingdom;3;75
14562;382.49;United Kingdom;19;3
14565;394.06;United Kingdom;4;95
14567;367.56;United Kingdom;2;56
14569;125.35;United Kingdom;1;1
14570;8.4;United Kingdom;1;280
14572;340.37;United Kingdom;7;40
14573;144.99;United Kingdom;8;182
14577;107.09;United Kingdom;4;12
14578;11.7;United Kingdom;1;3
14581;22.9;United Kingdom;1;16
14582;33.65;United Kingdom;1;40
14583;163.52;United Kingdom;5;5
14584;97.93;United Kingdom;4;169
14585;13.36;United Kingdom;1;50
14586;54.6;United Kingdom;1;276
14587;168.4;United Kingdom;8;184
14591;83.6;United Kingdom;4;15
14592;40.78;United Kingdom;3;35
14593;54;United Kingdom;3;21
14594;30.95;United Kingdom;2;7
14595;281.19;United Kingdom;4;19
14597;87.54;United Kingdom;1;11
14598;21.55;United Kingdom;1;44
14600;30.65;United Kingdom;1;305
14606;1425.16;United Kingdom;91;1
14607;993;United Kingdom;9;15
14608;90;United Kingdom;1;4
14616;10.08;United Kingdom;1;284
14618;35.7;United Kingdom;1;337
14619;-4.97;United Kingdom;2;239
14620;39.62;United Kingdom;3;204
14621;135.81;United Kingdom;5;1
14622;26.3;United Kingdom;1;184
14623;99.63;United Kingdom;4;32
14624;35.4;United Kingdom;2;57
14625;156.45;United Kingdom;2;196
14626;242.21;United Kingdom;4;23
14627;-7.2;United Kingdom;1;311
14628;70.03;United Kingdom;2;91
14629;123.95;United Kingdom;2;4
14631;75.54;United Kingdom;3;50
14633;74.5;United Kingdom;1;266
14636;80.6;United Kingdom;2;36
14638;79.06;United Kingdom;1;50
14639;236.56;United Kingdom;6;52
14640;191.23;United Kingdom;6;24
14642;19.8;United Kingdom;1;58
14643;52.26;United Kingdom;1;358
14644;59.8;United Kingdom;1;67
14645;93.72;United Kingdom;1;156
14646;31095.03;Other;48;2
14647;20.25;United Kingdom;1;201
14649;167.39;United Kingdom;4;4
14651;135.93;United Kingdom;2;67
14652;2.95;United Kingdom;1;77
14653;316.15;United Kingdom;5;1
14655;543.95;United Kingdom;4;8
14656;11.13;United Kingdom;2;169
14657;124.77;United Kingdom;4;17
14658;63.84;United Kingdom;2;5
14659;224.69;United Kingdom;9;8
14660;8.7;United Kingdom;1;100
14661;10.2;United Kingdom;1;26
14662;113.53;United Kingdom;4;28
14664;65.49;United Kingdom;2;19
14665;61.94;United Kingdom;5;60
14666;19.8;United Kingdom;1;24
14667;1030.05;United Kingdom;23;10
14669;129.71;United Kingdom;3;241
14670;31.21;United Kingdom;2;280
14672;17.3;United Kingdom;2;234
14673;344.42;United Kingdom;5;3
14675;29.54;United Kingdom;1;16
14676;162.4;United Kingdom;2;78
14680;2813.04;United Kingdom;14;71
14684;90.82;United Kingdom;4;25
14687;19.8;United Kingdom;1;106
14688;433.77;United Kingdom;14;7
14689;35;United Kingdom;1;208
14690;56.16;United Kingdom;3;44
14691;185.36;United Kingdom;5;30
14692;77.05;United Kingdom;4;137
14696;120.86;United Kingdom;6;4
14697;24.6;United Kingdom;2;218
14698;139.77;United Kingdom;4;1
14700;351.87;United Kingdom;3;32
14701;246.56;United Kingdom;10;10
14702;423.86;United Kingdom;16;1
14703;61.98;United Kingdom;1;14
14704;153.47;United Kingdom;7;19
14708;37.5;United Kingdom;1;2
14709;378.1;United Kingdom;12;15
14710;81.71;United Kingdom;4;14
14711;146.08;United Kingdom;11;10
14712;217.09;United Kingdom;3;29
14713;210.25;United Kingdom;9;29
14714;31.5;United Kingdom;1;24
14715;82.1;United Kingdom;4;24
14716;69.46;United Kingdom;2;43
14719;123.14;United Kingdom;5;1
14720;24.75;United Kingdom;2;5
14722;15.38;United Kingdom;1;147
14723;107.65;United Kingdom;5;10
14725;72.58;United Kingdom;1;24
14727;17.7;United Kingdom;1;274
14729;29.85;United Kingdom;1;373
14730;240.3;United Kingdom;8;1
14731;94.29;United Kingdom;3;47
14732;357.61;United Kingdom;8;8
14733;1072.72;United Kingdom;9;16
14735;672.1;United Kingdom;14;3
14737;76.05;United Kingdom;2;3
14738;218.08;United Kingdom;5;42
14739;414.36;United Kingdom;6;2
14740;124.65;United Kingdom;4;191
14741;143.85;United Kingdom;4;11
14744;10.75;United Kingdom;2;312
14745;142.34;United Kingdom;3;112
14747;15;United Kingdom;1;249
14748;187.06;United Kingdom;4;29
14752;39.6;United Kingdom;1;43
14753;54.9;United Kingdom;1;87
14754;51.66;United Kingdom;2;44
14755;541.76;United Kingdom;9;9
14756;123.73;United Kingdom;1;15
14757;54.3;United Kingdom;1;75
14758;84.45;United Kingdom;3;144
14759;182.72;United Kingdom;3;4
14760;51.7;United Kingdom;1;297
14762;5.04;United Kingdom;1;263
14765;20.95;United Kingdom;2;29
14766;273.7;United Kingdom;6;8
14769;1109.09;United Kingdom;8;2
14770;75.99;United Kingdom;2;232
14772;12.75;United Kingdom;1;112
14775;138.18;United Kingdom;3;58
14776;213;United Kingdom;8;51
14778;45.8;United Kingdom;2;127
14779;46.65;United Kingdom;3;280
14780;56.91;United Kingdom;2;54
14782;25.2;United Kingdom;1;319
14784;116.03;United Kingdom;2;26
14788;92.4;United Kingdom;2;7
14790;46.2;United Kingdom;2;16
14793;60.34;United Kingdom;1;21
14794;173.05;United Kingdom;4;2
14796;893.47;United Kingdom;20;1
14798;62.4;United Kingdom;3;52
14799;39.87;United Kingdom;1;51
14800;561.73;United Kingdom;10;47
14801;15.07;United Kingdom;1;61
14803;17.28;United Kingdom;1;162
14804;90;United Kingdom;1;8
14805;68.45;United Kingdom;3;15
14806;10.5;United Kingdom;1;75
14808;218.37;United Kingdom;8;39
14810;226.02;United Kingdom;9;40
14813;10.5;United Kingdom;2;369
14815;89.73;United Kingdom;2;36
14817;164.15;United Kingdom;2;200
14818;38.1;United Kingdom;2;169
14819;37.65;United Kingdom;2;64
14820;94.4;United Kingdom;4;21
14823;60.65;United Kingdom;3;180
14824;131.1;United Kingdom;3;10
14825;197.27;United Kingdom;7;3
14828;205.92;United Kingdom;3;196
14829;20.8;United Kingdom;1;29
14830;2.08;United Kingdom;1;53
14834;86.14;United Kingdom;5;17
14837;231.56;United Kingdom;5;89
14841;377.05;United Kingdom;4;53
14842;-127.8;United Kingdom;5;35
14844;271.5;United Kingdom;4;63
14847;33;United Kingdom;1;148
14849;808.18;United Kingdom;19;21
14850;57;United Kingdom;1;311
14851;80.94;United Kingdom;2;23
14852;188.95;United Kingdom;4;58
14853;19.8;United Kingdom;1;211
14854;332.5;United Kingdom;5;78
